respID,Response,Std,DupeCount,OrigCount,OG99,OrigSum,OG99Sum,FlexCat,FlexCount,FlexSum,ShiftCount,ShiftSum,StartingRow,CaseOrder,RespSec,ReadSec,N,M,count,MAUI,pct_giving,UI95
90297419,Clips things together,together,54,0,0,4,2,bind,1,4,1,6,1118,5,23.026,29.066,928,294,49,0.315744921,0.055429864,0
90297419,Groups,group,4,1,1,4,2,attribute,0,4,1,6,1118,6,24.41,29.066,928,294,4,0.819130926,0.004524887,1
55409330,connect paper together,hold paper together,294,0,0,4,1,bind,1,4,1,6,1124,1,8.188,4.744,928,294,283,0.039926637,0.320135747,0
55409330,pick a lock,lock picker,186,0,0,4,1,tip,1,4,1,6,1124,2,12.837,4.744,928,294,178,0.10496614,0.201357466,0
55409330,make a hook to hang things,hook,21,1,0,4,1,bend,1,4,1,6,1124,3,20.691,4.744,928,294,19,0.587048533,0.021493213,1
55409330,make a chain,chain,62,0,0,4,1,link,1,4,1,6,1124,4,31.537,4.744,928,294,58,0.246896163,0.06561086,0
55409330,bookmark,bookmark,43,1,0,4,1,bind,0,4,1,6,1124,5,40.085,4.744,928,294,42,0.360891648,0.047511312,1
55409330,chip bag,chip clip,15,1,0,4,1,bind,0,4,0,6,1124,6,53.866,4.744,928,294,14,0.641083521,0.015837104,1
55409330,clean small tubes,clean tube,2,1,1,4,1,tip,0,4,1,6,1124,7,88.686,4.744,928,294,2,0.878668172,0.002262443,1
95760736,holding paper together,hold paper together,294,0,0,0,0,bind,1,3,1,3,1131,1,5.872,5.318,928,294,283,0.039926637,0.320135747,0
95760736,picking a lock,lock picker,186,0,0,0,0,tip,1,3,1,3,1131,2,9.359,5.318,928,294,178,0.10496614,0.201357466,0
95760736,making long chains,chain,62,0,0,0,0,link,1,3,1,3,1131,3,16.49,5.318,928,294,58,0.246896163,0.06561086,0
18904062,key chain,keyring,17,1,0,6,2,bend,1,3,1,4,1134,1,2.886,99.968,928,294,15,0.624576749,0.016968326,1
18904062,necklace,necklace,41,1,0,6,2,link,1,3,1,4,1134,2,5.862,99.968,928,294,39,0.394892777,0.044117647,1
18904062,belt holder,belt,2,1,1,6,2,bend,0,3,1,4,1134,3,59.373,99.968,928,294,2,0.878668172,0.002262443,1
18904062,clean nails,clean fingernail,42,1,0,6,2,tip,1,3,1,4,1134,4,67.608,99.968,928,294,40,0.378103837,0.045248869,1
18904062,pipe cleaner,pipe cleaner,10,1,0,6,2,tip,0,3,0,4,1134,5,81.886,99.968,928,294,10,0.695823928,0.011312217,1
18904062,clean grout,clean grout,6,1,1,6,2,tip,0,3,0,4,1134,6,96.029,99.968,928,294,6,0.775112867,0.00678733,1
20738082,Holder,holder,22,1,0,3,0,bend,1,3,1,3,1140,1,6.096,10.463,928,294,20,0.578724605,0.022624434,1
20738082,tool,tool,26,1,0,3,0,tip,1,3,1,3,1140,2,13.709,10.463,928,294,23,0.539362302,0.0260181,1
20738082,small,small,42,1,0,3,0,attribute,1,3,1,3,1140,3,19.049,10.463,928,294,40,0.378103837,0.045248869,1
77289433,food bag clip,close bags,7,1,1,1,1,bind,1,1,1,1,1143,1,62.862,5.636,928,294,7,0.750141084,0.007918552,1
67655354,paper,paper s ,173,0,0,2,0,bind,1,3,0,2,1144,1,6.123,28.217,928,294,167,0.153639955,0.188914027,0
67655354,pen,pencil pen,18,1,0,2,0,tip,1,3,1,2,1144,2,NA,28.217,928,294,18,0.594808126,0.020361991,1
67655354,clip,clip,24,1,0,2,0,icon,1,3,1,2,1144,3,NA,28.217,928,294,22,0.551918736,0.024886878,1
41895884,functional,functional,1,1,1,3,2,attribute,1,2,1,2,1147,1,NA,2.745,928,294,1,0.949633183,0.001131222,1
41895884,plastic,plastic,37,1,0,3,2,attribute,0,2,0,2,1147,2,NA,2.745,928,294,36,0.426636569,0.040723982,1
41895884,metal,metal,145,0,0,3,2,attribute,0,2,0,2,1147,3,NA,2.745,928,294,133,0.195965011,0.150452489,0
41895884,work equipment,work equipment,1,1,1,3,2,location,1,2,1,2,1147,4,NA,2.745,928,294,1,0.949633183,0.001131222,1
28671043,papers,paper s ,173,0,0,1,0,bind,1,3,1,4,1151,1,NA,9.787,928,294,167,0.153639955,0.188914027,0
28671043,organized,organize,89,0,0,1,0,bind,0,3,0,4,1151,2,NA,9.787,928,294,85,0.226721219,0.096153846,0
28671043,office,office,51,0,0,1,0,location,1,3,1,4,1151,3,NA,9.787,928,294,45,0.342268623,0.050904977,0
28671043,clippy,microsoft,29,1,0,1,0,icon,1,3,1,4,1151,4,NA,9.787,928,294,28,0.488713318,0.031674208,1
28671043,keept it together,together,54,0,0,1,0,bind,0,3,1,4,1151,5,NA,9.787,928,294,49,0.315744921,0.055429864,0
45141465,Holder,holder,22,1,0,3,0,bend,1,2,1,2,1156,1,6.091,2.388,928,294,20,0.578724605,0.022624434,1
45141465,hanger,hanger,13,1,0,3,0,bend,0,2,0,2,1156,2,10.554,2.388,928,294,12,0.672121896,0.013574661,1
45141465,clasper,clasp,11,1,0,3,0,bind,1,2,1,2,1156,3,16.241,2.388,928,294,9,0.706123025,0.010180995,1
56466227,teleportation,teleportation,1,1,1,9,8,attribute,1,2,1,6,1159,1,4.064,2.12,928,294,1,0.949633183,0.001131222,1
56466227,handy,handy,4,1,1,9,8,icon,1,2,1,6,1159,2,6.17,2.12,928,294,3,0.842832957,0.003393665,1
56466227,jack of all trades,multiuse,2,1,1,9,8,attribute,0,2,1,6,1159,3,10.797,2.12,928,294,1,0.949633183,0.001131222,1
56466227,metalic,metal,145,0,0,9,8,attribute,0,2,0,6,1159,4,12.544,2.12,928,294,133,0.195965011,0.150452489,0
56466227,small,small,42,1,0,9,8,attribute,0,2,0,6,1159,5,13.842,2.12,928,294,40,0.378103837,0.045248869,1
56466227,convenient,convenient,4,1,1,9,8,icon,0,2,1,6,1159,6,16.379,2.12,928,294,4,0.819130926,0.004524887,1
56466227,spiffy,spiffy,1,1,1,9,8,attribute,0,2,1,6,1159,7,19.308,2.12,928,294,1,0.949633183,0.001131222,1
56466227,common,common,3,1,1,9,8,attribute,0,2,0,6,1159,8,23.172,2.12,928,294,2,0.878668172,0.002262443,1
56466227,reliable,reliable,1,1,1,9,8,attribute,0,2,0,6,1159,9,24.709,2.12,928,294,1,0.949633183,0.001131222,1
56466227,safe,safe,2,1,1,9,8,icon,0,2,1,6,1159,10,26.239,2.12,928,294,2,0.878668172,0.002262443,1
69945229,Paper,paper s ,173,0,0,7,7,bind,1,2,1,3,1169,1,5.181,7.992,928,294,167,0.153639955,0.188914027,0
69945229,clippings,clippings,1,1,1,7,7,bind,0,2,0,3,1169,2,10.066,7.992,928,294,1,0.949633183,0.001131222,1
69945229,notes,notes,6,1,1,7,7,bind,0,2,0,3,1169,3,12.683,7.992,928,294,5,0.797968397,0.005656109,1
69945229,memos,memos,1,1,1,7,7,bind,0,2,0,3,1169,4,15.897,7.992,928,294,1,0.949633183,0.001131222,1
69945229,sorting,sorting,3,1,1,7,7,bind,0,2,0,3,1169,5,31.597,7.992,928,294,3,0.842832957,0.003393665,1
69945229,gathering,gathering,1,1,1,7,7,bind,0,2,0,3,1169,6,34.983,7.992,928,294,1,0.949633183,0.001131222,1
69945229,combo,combine,5,1,1,7,7,link,1,2,1,3,1169,7,40.845,7.992,928,294,4,0.819130926,0.004524887,1
69945229,categorizing,categorize,1,1,1,7,7,bind,0,2,1,3,1169,8,52.732,7.992,928,294,1,0.949633183,0.001131222,1
86807149,I need one,need one,2,1,1,5,4,attribute,1,2,1,3,1177,1,3.992,9.349,928,294,2,0.878668172,0.002262443,1
86807149,keeping together,together,54,0,0,5,4,bind,1,2,1,3,1177,2,11.592,9.349,928,294,49,0.315744921,0.055429864,0
86807149,attached,attach,20,1,0,5,4,bind,0,2,0,3,1177,3,19.816,9.349,928,294,20,0.578724605,0.022624434,1
86807149,odd shape,odd shape,1,1,1,5,4,attribute,0,2,1,3,1177,4,26.853,9.349,928,294,1,0.949633183,0.001131222,1
86807149,great companion,companion,1,1,1,5,4,attribute,0,2,0,3,1177,5,33.989,9.349,928,294,1,0.949633183,0.001131222,1
86807149,something often needed,often needed,1,1,1,5,4,attribute,0,2,0,3,1177,6,42.005,9.349,928,294,1,0.949633183,0.001131222,1
18610650,hold paper,hold paper together,294,0,0,1,1,bind,1,3,1,3,1183,1,4.03,17.619,928,294,283,0.039926637,0.320135747,0
18610650,fix watch,fix watch,1,1,1,1,1,tip,1,3,1,3,1183,2,16.272,17.619,928,294,1,0.949633183,0.001131222,1
18610650,make a chain,chain,62,0,0,1,1,link,1,3,1,3,1183,3,24.668,17.619,928,294,58,0.246896163,0.06561086,0
41467866,miniature clothes hangers for dolls,doll clothes hanger,4,1,1,1,1,bend,1,1,1,1,1186,1,33.829,3.293,928,294,4,0.819130926,0.004524887,1
75816785,samll,small,42,1,0,1,0,attribute,1,1,1,1,1187,1,3.652,13.99,928,294,40,0.378103837,0.045248869,1
15898793,paper holder,hold paper together,294,0,0,4,3,bind,1,4,1,4,1188,1,6.043,1.83,928,294,283,0.039926637,0.320135747,0
15898793,necklace,necklace,41,1,0,4,3,link,1,4,1,4,1188,2,9.551,1.83,928,294,39,0.394892777,0.044117647,1
15898793,time waster,waste of time,1,1,1,4,3,attribute,1,4,1,4,1188,3,21.76,1.83,928,294,1,0.949633183,0.001131222,1
15898793,everywhere,everywhere,1,1,1,4,3,attribute,0,4,0,4,1188,4,38.61,1.83,928,294,1,0.949633183,0.001131222,1
15898793,tiny hole cleaner,clean hole,1,1,1,4,3,tip,1,4,1,4,1188,5,53.966,1.83,928,294,1,0.949633183,0.001131222,1
91960124,holder,holder,22,1,0,5,0,bend,1,4,1,4,1193,1,2.229,1.763,928,294,20,0.578724605,0.022624434,1
91960124,fastener,fastener,32,1,0,5,0,bind,1,4,1,4,1193,2,4.488,1.763,928,294,30,0.468115124,0.033936652,1
91960124,attacher,attach,20,1,0,5,0,bind,0,4,0,4,1193,3,10.542,1.763,928,294,20,0.578724605,0.022624434,1
91960124,poker,poker,26,1,0,5,0,tip,1,4,1,4,1193,4,13.803,1.763,928,294,25,0.522291196,0.028280543,1
91960124,small,small,42,1,0,5,0,attribute,1,4,1,4,1193,5,16.023,1.763,928,294,40,0.378103837,0.045248869,1
30043422,Metal,metal,145,0,0,6,2,attribute,1,4,0,4,1198,1,2.824,7.208,928,294,133,0.195965011,0.150452489,0
30043422,useful,useful,27,1,0,6,2,icon,1,4,1,4,1198,2,5.801,7.208,928,294,24,0.532731377,0.027149321,1
30043422,bend,bend,39,1,0,6,2,bend,1,4,1,4,1198,3,16.482,7.208,928,294,38,0.405756208,0.042986425,1
30043422,help icon,help icon,1,1,1,6,2,icon,0,4,1,4,1198,4,23.541,7.208,928,294,1,0.949633183,0.001131222,1
30043422,windows,microsoft,29,1,0,6,2,icon,0,4,0,4,1198,5,27.44,7.208,928,294,28,0.488713318,0.031674208,1
30043422,MacGuyvet,macguyver,7,1,1,6,2,icon,0,4,0,4,1198,6,37.082,7.208,928,294,7,0.750141084,0.007918552,1
30043422,tool,tool,26,1,0,6,2,tip,1,4,1,4,1198,7,46.042,7.208,928,294,23,0.539362302,0.0260181,1
54294384,earing,earring,62,0,0,1,1,bend,1,1,1,1,1205,1,3.433,3.7,928,294,57,0.263120767,0.064479638,0
54294384,antenna,antenna,8,1,1,1,1,bend,0,1,0,1,1205,2,10.666,3.7,928,294,6,0.775112867,0.00678733,1
13946150,holding papers together,hold paper together,294,0,0,2,1,bind,1,3,1,3,1207,1,7.718,1.384,928,294,283,0.039926637,0.320135747,0
13946150,bracelets,bracelet,8,1,1,2,1,bend,1,3,1,3,1207,2,19.805,1.384,928,294,8,0.7251693,0.009049774,1
13946150,necklace,necklace,41,1,0,2,1,link,1,3,1,3,1207,3,23.694,1.384,928,294,39,0.394892777,0.044117647,1
27743568,Hold papers together,hold paper together,294,0,0,5,3,bind,1,5,1,7,1210,1,10.717,13.294,928,294,283,0.039926637,0.320135747,0
27743568,bend around in nervousness,fidgeting,6,1,1,5,3,icon,1,5,1,7,1210,2,35.22,13.294,928,294,5,0.797968397,0.005656109,1
27743568,emergency zipper pull,zipper pull,8,1,1,5,3,link,1,5,1,7,1210,3,72.824,13.294,928,294,7,0.750141084,0.007918552,1
27743568,funky earrings,earring,62,0,0,5,3,bend,1,5,1,7,1210,4,83.543,13.294,928,294,57,0.263120767,0.064479638,0
27743568,silver metal,silver,31,1,0,5,3,attribute,1,5,1,7,1210,5,122.881,13.294,928,294,31,0.455276524,0.035067873,1
27743568,child strings together into necklace,necklace,41,1,0,5,3,link,0,5,1,7,1210,6,178.357,13.294,928,294,39,0.394892777,0.044117647,1
27743568,different sizes,sizes,9,1,1,5,3,attribute,0,5,1,7,1210,7,189.808,13.294,928,294,8,0.7251693,0.009049774,1
32511634,unwound can open a lock,lock picker,186,0,0,7,4,tip,1,4,1,9,1217,1,16.83,21.058,928,294,178,0.10496614,0.201357466,0
32511634,hold papers together,hold paper together,294,0,0,7,4,bind,1,4,1,9,1217,2,22.15,21.058,928,294,283,0.039926637,0.320135747,0
32511634,as a hairclasp,hair tie,39,1,0,7,4,bind,0,4,0,9,1217,3,37.256,21.058,928,294,37,0.416337472,0.041855204,1
32511634,earrings...several together,earring,62,0,0,7,4,bend,1,4,1,9,1217,4,54.894,21.058,928,294,57,0.263120767,0.064479638,0
32511634,book marks,bookmark,43,1,0,7,4,bind,0,4,1,9,1217,5,66.455,21.058,928,294,42,0.360891648,0.047511312,1
32511634,repair broken miniblind wand,repair blind wand,1,1,1,7,4,bend,0,4,1,9,1217,6,90.848,21.058,928,294,1,0.949633183,0.001131222,1
32511634,division marker when crocheting or knitting,stitch marker,2,1,1,7,4,tip,0,4,1,9,1217,7,152.358,21.058,928,294,2,0.878668172,0.002262443,1
32511634,to hold the chain inside a toilet,toilet chain,1,1,1,7,4,link,1,4,1,9,1217,8,179.074,21.058,928,294,1,0.949633183,0.001131222,1
32511634,to connect two thing together,connect,7,1,1,7,4,bind,0,4,1,9,1217,9,216.247,21.058,928,294,7,0.750141084,0.007918552,1
32511634,use as a picture hanger,picture hanger,15,1,0,7,4,bend,0,4,1,9,1217,10,231.001,21.058,928,294,15,0.624576749,0.016968326,1
98173903,Fastener,fastener,32,1,0,3,2,bind,1,1,1,1,1227,1,3.211,7.098,928,294,30,0.468115124,0.033936652,1
98173903,Paperwork,paperwork,8,1,1,3,2,bind,0,1,0,1,1227,2,7.477,7.098,928,294,8,0.7251693,0.009049774,1
98173903,Packet,packets,6,1,1,3,2,bind,0,1,0,1,1227,3,17.566,7.098,928,294,6,0.775112867,0.00678733,1
67901616,holds paper together,hold paper together,294,0,0,3,2,bind,1,4,0,3,1230,1,7.666,21.604,928,294,283,0.039926637,0.320135747,0
67901616,fixes glasses,glass repair,5,1,1,3,2,tip,1,4,1,3,1230,2,11.797,21.604,928,294,5,0.797968397,0.005656109,1
67901616,unlocks a lock,lock picker,186,0,0,3,2,tip,0,4,0,3,1230,3,16.789,21.604,928,294,178,0.10496614,0.201357466,0
67901616,spare wire,wire,23,1,0,3,2,bend,1,4,1,3,1230,4,23.949,21.604,928,294,22,0.551918736,0.024886878,1
67901616,don't swallow it,do not swallow,1,1,1,3,2,icon,1,4,1,3,1230,5,31.193,21.604,928,294,1,0.949633183,0.001131222,1
61661369,paperclip?,paperclip,33,1,0,1,0,bind,1,1,1,1,1235,1,8.441,4.409,928,294,33,0.446247178,0.037330317,1
54209274,Used to pick locks,lock picker,186,0,0,0,0,tip,1,2,1,3,1236,1,23.313,14.109,928,294,178,0.10496614,0.201357466,0
54209274,Holds paper together,hold paper together,294,0,0,0,0,bind,1,2,1,3,1236,2,33.175,14.109,928,294,283,0.039926637,0.320135747,0
54209274,reset button on electronics,press reset button,57,0,0,0,0,tip,0,2,1,3,1236,3,48.356,14.109,928,294,53,0.294441309,0.059954751,0
98381390,office,office,51,0,0,3,2,location,1,3,1,4,1239,1,30.977,22.06,928,294,45,0.342268623,0.050904977,0
98381390,classroom,classroom,1,1,1,3,2,location,0,3,0,4,1239,2,NA,22.06,928,294,1,0.949633183,0.001131222,1
98381390,paper,paper s ,173,0,0,3,2,bind,1,3,1,4,1239,3,NA,22.06,928,294,167,0.153639955,0.188914027,0
98381390,writing,writing,2,1,1,3,2,icon,1,3,1,4,1239,4,NA,22.06,928,294,2,0.878668172,0.002262443,1
98381390,together,together,54,0,0,3,2,bind,0,3,1,4,1239,5,NA,22.06,928,294,49,0.315744921,0.055429864,0
98381390,attach,attach,20,1,0,3,2,bind,0,3,0,4,1239,6,NA,22.06,928,294,20,0.578724605,0.022624434,1
92372749,papers,paper s ,173,0,0,2,2,bind,1,3,0,2,1245,1,6.161,3.156,928,294,167,0.153639955,0.188914027,0
92372749,binding papers together,hold paper together,294,0,0,2,2,bind,0,3,0,2,1245,2,12.748,3.156,928,294,283,0.039926637,0.320135747,0
92372749,untangling them,tangled,1,1,1,2,2,attribute,1,3,1,2,1245,3,34.12,3.156,928,294,1,0.949633183,0.001131222,1
92372749,clippy things are better,clips are better,1,1,1,2,2,icon,1,3,1,2,1245,4,56.578,3.156,928,294,1,0.949633183,0.001131222,1
35738256,attach papera,attach,20,1,0,2,0,bind,1,2,1,2,1249,1,13.314,3.763,928,294,20,0.578724605,0.022624434,1
35738256,artwork,arts crafts,39,1,0,2,0,bend,1,2,1,2,1249,2,NA,3.763,928,294,35,0.436653499,0.03959276,1
18513076,Use them to clip papers together,hold paper together,294,0,0,3,1,bind,1,4,1,4,1251,1,27.404,147.309,928,294,283,0.039926637,0.320135747,0
18513076,Unravel the wire and use it to clear obstructions such as jammed paper shreder,clear paper shredder,1,1,1,3,1,tip,1,4,1,4,1251,2,171.035,147.309,928,294,1,0.949633183,0.001131222,1
18513076,Use the wire for anything requiring a small piece of wire,wire,23,1,0,3,1,bend,1,4,1,4,1251,3,220.198,147.309,928,294,22,0.551918736,0.024886878,1
18513076,Make them out of plastic,plastic,37,1,0,3,1,attribute,1,4,1,4,1251,4,259.359,147.309,928,294,36,0.426636569,0.040723982,1
74038495,hold papers together,hold paper together,294,0,0,1,0,bind,1,3,1,3,1255,1,6.068,2.076,928,294,283,0.039926637,0.320135747,0
74038495,pick locks,lock picker,186,0,0,1,0,tip,1,3,1,3,1255,2,8.572,2.076,928,294,178,0.10496614,0.201357466,0
74038495,twist tie for bread bags,twist tie,13,1,0,1,0,bend,1,3,1,3,1255,3,23.699,2.076,928,294,13,0.656179458,0.014705882,1
65699015,they are at work,work,21,1,0,1,0,location,1,1,1,1,1258,1,NA,2.441,928,294,21,0.567155756,0.023755656,1
74678619,fish hook,fishhook,11,1,0,6,0,bend,1,3,1,4,1259,1,4.961,2.977,928,294,11,0.686653499,0.012443439,1
74678619,electrical wire,wire,23,1,0,6,0,bend,0,3,0,4,1259,2,10.04,2.977,928,294,22,0.551918736,0.024886878,1
74678619,xmas tree hook,hang ornament,18,1,0,6,0,bend,0,3,0,4,1259,3,20.272,2.977,928,294,18,0.594808126,0.020361991,1
74678619,decoration hanger,hang ornament,18,1,0,6,0,bend,0,3,0,4,1259,4,27.632,2.977,928,294,18,0.594808126,0.020361991,1
74678619,hold papers together,hold paper together,294,0,0,6,0,bind,1,3,1,4,1259,5,37.28,2.977,928,294,283,0.039926637,0.320135747,0
74678619,open cd drive,eject disk sim tray,28,1,0,6,0,tip,1,3,1,4,1259,6,41.455,2.977,928,294,27,0.500282167,0.030542986,1
74678619,make a sculpture,sculpture,11,1,0,6,0,bend,0,3,1,4,1259,7,53.519,2.977,928,294,11,0.686653499,0.012443439,1
64920449,paper,paper s ,173,0,0,1,0,bind,1,2,1,2,1266,1,3.957,23.676,928,294,167,0.153639955,0.188914027,0
64920449,organizer,organize,89,0,0,1,0,bind,0,2,0,2,1266,2,7.116,23.676,928,294,85,0.226721219,0.096153846,0
64920449,keep together,together,54,0,0,1,0,bind,0,2,0,2,1266,3,12.833,23.676,928,294,49,0.315744921,0.055429864,0
64920449,alternate to stapler,stapler,13,1,0,1,0,attribute,1,2,1,2,1266,4,29.585,23.676,928,294,13,0.656179458,0.014705882,1
13167330,clip papers together,hold paper together,294,0,0,3,1,bind,1,2,1,2,1270,1,37.847,12.815,928,294,283,0.039926637,0.320135747,0
13167330,punch holes in things,hole punch,14,1,0,3,1,tip,1,2,1,2,1270,2,55.058,12.815,928,294,13,0.656179458,0.014705882,1
13167330,clean under fingernails,clean fingernail,42,1,0,3,1,tip,0,2,0,2,1270,3,65.971,12.815,928,294,40,0.378103837,0.045248869,1
13167330,open hole in glue bottles,clear hole,6,1,1,3,1,tip,0,2,0,2,1270,4,89.117,12.815,928,294,6,0.775112867,0.00678733,1
39089663,paper,paper s ,173,0,0,1,1,bind,1,3,1,3,1274,1,11.193,2.24,928,294,167,0.153639955,0.188914027,0
39089663,pin,pin,9,1,1,1,1,tip,1,3,1,3,1274,2,21.186,2.24,928,294,8,0.7251693,0.009049774,1
39089663,office,office,51,0,0,1,1,location,1,3,1,3,1274,3,29.311,2.24,928,294,45,0.342268623,0.050904977,0
35523113,easy to use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.624576749,0.016968326,1
84788990,paper,paper s ,173,0,0,9,5,bind,1,5,1,10,1278,1,8.298,6.902,928,294,167,0.153639955,0.188914027,0
84788990,innovative,innovative,1,1,1,9,5,icon,1,5,1,10,1278,2,11.866,6.902,928,294,1,0.949633183,0.001131222,1
84788990,metal,metal,145,0,0,9,5,attribute,1,5,1,10,1278,3,13.912,6.902,928,294,133,0.195965011,0.150452489,0
84788990,plastic,plastic,37,1,0,9,5,attribute,0,5,0,10,1278,4,16.294,6.902,928,294,36,0.426636569,0.040723982,1
84788990,organizer,organize,89,0,0,9,5,bind,0,5,1,10,1278,5,22.6,6.902,928,294,85,0.226721219,0.096153846,0
84788990,connector,connector,2,1,1,9,5,bind,0,5,0,10,1278,6,28.211,6.902,928,294,2,0.878668172,0.002262443,1
84788990,tool,tool,26,1,0,9,5,tip,1,5,1,10,1278,7,33.497,6.902,928,294,23,0.539362302,0.0260181,1
84788990,wire,wire,23,1,0,9,5,bend,1,5,1,10,1278,8,41.683,6.902,928,294,22,0.551918736,0.024886878,1
84788990,oval,oval,7,1,1,9,5,attribute,0,5,1,10,1278,9,50.114,6.902,928,294,7,0.750141084,0.007918552,1
84788990,square,square,2,1,1,9,5,bend,0,5,1,10,1278,10,54.586,6.902,928,294,2,0.878668172,0.002262443,1
84788990,decorative,decoration,8,1,1,9,5,icon,0,5,1,10,1278,11,58.667,6.902,928,294,8,0.7251693,0.009049774,1
84788990,plastic-coated,plastic,37,1,0,9,5,attribute,0,5,1,10,1278,12,61.636,6.902,928,294,36,0.426636569,0.040723982,1
83730665,door key,key,13,1,0,4,2,tip,1,3,1,4,1290,1,4.703,1.11,928,294,12,0.672121896,0.013574661,1
83730665,hair clip,hair tie,39,1,0,4,2,bind,1,3,1,4,1290,2,6.847,1.11,928,294,37,0.416337472,0.041855204,1
83730665,collar clip,collar clip,1,1,1,4,2,attribute,1,3,1,4,1290,3,12.234,1.11,928,294,1,0.949633183,0.001131222,1
83730665,hinge,hinge,1,1,1,4,2,bind,0,3,1,4,1290,4,16.086,1.11,928,294,1,0.949633183,0.001131222,1
12645200,Paperwork,paperwork,8,1,1,4,4,bind,1,2,0,1,1294,1,14.659,2.904,928,294,8,0.7251693,0.009049774,1
12645200,Never have enough,never enough,1,1,1,4,4,icon,1,2,1,1,1294,2,21.019,2.904,928,294,1,0.949633183,0.001131222,1
12645200,Creative products for ____,creative products,1,1,1,4,4,icon,0,2,0,1,1294,3,33.466,2.904,928,294,1,0.949633183,0.001131222,1
12645200,MacGuyver,macguyver,7,1,1,4,4,icon,0,2,0,1,1294,4,45.145,2.904,928,294,7,0.750141084,0.007918552,1
40082831,Holding paper together,hold paper together,294,0,0,4,0,bind,1,4,1,5,1298,1,17.926,17.635,928,294,283,0.039926637,0.320135747,0
40082831,metal,metal,145,0,0,4,0,attribute,1,4,1,5,1298,2,20.03,17.635,928,294,133,0.195965011,0.150452489,0
40082831,bendy,bend,39,1,0,4,0,bend,1,4,1,5,1298,3,24.334,17.635,928,294,38,0.405756208,0.042986425,1
40082831,wire,wire,23,1,0,4,0,bend,0,4,0,5,1298,4,67.174,17.635,928,294,22,0.551918736,0.024886878,1
40082831,office supplies,office supply,33,1,0,4,0,location,1,4,1,5,1298,5,70.294,17.635,928,294,30,0.468115124,0.033936652,1
40082831,art,arts crafts,39,1,0,4,0,bend,0,4,1,5,1298,6,71.161,17.635,928,294,35,0.436653499,0.03959276,1
10669095,hold together items,together,54,0,0,2,1,bind,1,2,1,3,1304,1,NA,1.969,928,294,49,0.315744921,0.055429864,0
10669095,poke open a pinhole,poke a hole in something,25,1,0,2,1,tip,1,2,1,3,1304,2,NA,1.969,928,294,25,0.522291196,0.028280543,1
10669095,lock tieband,lock tie,1,1,1,2,1,bind,0,2,1,3,1304,3,NA,1.969,928,294,1,0.949633183,0.001131222,1
33737091,silver,silver,31,1,0,1,0,attribute,1,1,1,1,1307,1,14.764,1.677,928,294,31,0.455276524,0.035067873,1
17853604,blue,colors,46,1,0,6,1,attribute,1,1,0,0,1308,1,3.71,11.879,928,294,45,0.342268623,0.050904977,0
17853604,red,colors,46,1,0,6,1,attribute,0,1,0,0,1308,2,5.045,11.879,928,294,45,0.342268623,0.050904977,0
17853604,green,colors,46,1,0,6,1,attribute,0,1,0,0,1308,3,7.326,11.879,928,294,45,0.342268623,0.050904977,0
17853604,yellow,colors,46,1,0,6,1,attribute,0,1,0,0,1308,4,9.622,11.879,928,294,45,0.342268623,0.050904977,0
17853604,white,colors,46,1,0,6,1,attribute,0,1,0,0,1308,5,11.894,11.879,928,294,45,0.342268623,0.050904977,0
17853604,chrome,chrome,2,1,1,6,1,attribute,0,1,0,0,1308,6,15.03,11.879,928,294,2,0.878668172,0.002262443,1
57580000,together,together,54,0,0,3,2,bind,1,3,1,3,1314,1,3.172,1.532,928,294,49,0.315744921,0.055429864,0
57580000,unity,unity,1,1,1,3,2,bind,0,3,0,3,1314,2,5.083,1.532,928,294,1,0.949633183,0.001131222,1
57580000,assignment,assignments,6,1,1,3,2,bind,0,3,0,3,1314,3,6.992,1.532,928,294,5,0.797968397,0.005656109,1
57580000,metal,metal,145,0,0,3,2,attribute,1,3,1,3,1314,4,15.807,1.532,928,294,133,0.195965011,0.150452489,0
57580000,bendabe,bend,39,1,0,3,2,bend,1,3,1,3,1314,5,19.366,1.532,928,294,38,0.405756208,0.042986425,1
37240611,good for statue making,sculpture,11,1,0,2,1,bend,1,3,0,2,1319,1,3.631,2.469,928,294,11,0.686653499,0.012443439,1
37240611,easy to find,plentiful,6,1,1,2,1,location,1,3,1,2,1319,2,5.573,2.469,928,294,5,0.797968397,0.005656109,1
37240611,hard to pick a lock with,lock picker,186,0,0,2,1,tip,1,3,1,2,1319,3,15.967,2.469,928,294,178,0.10496614,0.201357466,0
82952094,binder clips,binder,18,1,0,3,2,bind,1,2,1,2,1322,1,20.23,20.083,928,294,17,0.604683973,0.019230769,1
82952094,sticky notes,notes,6,1,1,3,2,bind,0,2,0,2,1322,2,30.413,20.083,928,294,5,0.797968397,0.005656109,1
82952094,highlighters,highlighters,1,1,1,3,2,location,1,2,1,2,1322,3,34.523,20.083,928,294,1,0.949633183,0.001131222,1
31049837,pick a lock,lock picker,186,0,0,0,0,tip,1,1,1,1,1325,1,3.751,1.88,928,294,178,0.10496614,0.201357466,0
47224003,metal,metal,145,0,0,3,0,attribute,1,2,1,2,1326,1,1.629,4.258,928,294,133,0.195965011,0.150452489,0
