partID,TypeItem,Response,Std,FlexCat
15898793,U1,paper holder,hold paper together,bind
15898793,U1,necklace,necklace,link
15898793,U1,time waster,waste of time,attribute
15898793,U1,everywhere,everywhere,attribute
15898793,U1,tiny hole cleaner,clean hole,tip
91960124,U1,holder,holder,bend
91960124,U1,fastener,fastener,bind
91960124,U1,attacher,attach,bind
91960124,U1,poker,poker,tip
91960124,U1,small,small,attribute
30043422,U1,Metal,metal,attribute
30043422,U1,useful,useful,icon
30043422,U1,bend,bend,bend
30043422,U1,help icon,Help icon,icon
30043422,U1,windows,Microsoft,icon
30043422,U1,MacGuyvet,MacGuyver,icon
30043422,U1,tool,tool,tip
54294384,U1,earing,earring,bend
54294384,U1,antenna,antenna,bend
13946150,U1,holding papers together,hold paper together,bind
13946150,U1,bracelets,bracelet,bend
13946150,U1,necklace,necklace,link
27743568,U1,Hold papers together,hold paper together,bind
27743568,U1,bend around in nervousness,fidgeting,icon
27743568,U1,emergency zipper pull,zipper pull,link
27743568,U1,funky earrings,earring,bend
27743568,U1,silver metal,silver,attribute
27743568,U1,child strings together into necklace,necklace,link
27743568,U1,different sizes,sizes,attribute
32511634,U1,unwound can open a lock,lock picker,tip
32511634,U1,hold papers together,hold paper together,bind
32511634,U1,as a hairclasp,hair tie,bind
32511634,U1,earrings...several together,earring,bend
32511634,U1,book marks,bookmark,bind
32511634,U1,repair broken miniblind wand,repair blind wand,bend
32511634,U1,division marker when crocheting or knitting,stitch marker,tip
32511634,U1,to hold the chain inside a toilet ,toilet chain,link
32511634,U1,to connect two thing together,connect,bind
32511634,U1,use as a picture hanger,picture hanger,bend
98173903,U1,Fastener,fastener,bind
98173903,U1,Paperwork,paperwork,bind
98173903,U1,Packet,packets,bind
67901616,U1,holds paper together,hold paper together,bind
67901616,U1,fixes glasses,glass repair,tip
67901616,U1,unlocks a lock,lock picker,tip
67901616,U1,spare wire,wire,bend
67901616,U1,don't swallow it,do not swallow,icon
61661369,U1,paperclip?,paperclip,bind
54209274,U1,Used to pick locks,lock picker,tip
54209274,U1,Holds paper together ,hold paper together,bind
54209274,U1,reset button on electronics,press reset button,tip
98381390,U1,office,office,location
98381390,U1,classroom,classroom,location
98381390,U1,paper,paper(s),bind
98381390,U1,writing,writing,icon
98381390,U1,together,together,bind
98381390,U1,attach,attach,bind
92372749,U1,papers ,paper(s),bind
92372749,U1,binding papers together,hold paper together,bind
92372749,U1,untangling them,tangled,attribute
92372749,U1,clippy things are better,clips are better,icon
35738256,U1,attach papera,attach,bind
35738256,U1,artwork,arts/crafts,bend
18513076,U1,Use them to clip papers together,hold paper together,bind
18513076,U1,Unravel the wire and use it to clear obstructions such as jammed paper shreder,clear paper shredder,tip
18513076,U1,Use the wire for anything requiring a small piece of wire,wire,bend
18513076,U1,Make them out of plastic ,plastic,attribute
74038495,U1,hold papers together,hold paper together,bind
74038495,U1,pick locks,lock picker,tip
74038495,U1,twist tie for bread bags,twist tie,bend
65699015,U1,they are at work,work,location
74678619,U1,fish hook,fishhook,bend
74678619,U1,electrical wire,wire,bend
74678619,U1,xmas tree hook,hang ornament,bend
74678619,U1,decoration hanger,hang ornament,bend
74678619,U1,hold papers together,hold paper together,bind
74678619,U1,open cd drive,eject Disk/SIM tray,tip
74678619,U1,make a sculpture,sculpture,bend
64920449,U1,paper,paper(s),bind
64920449,U1,organizer ,organize,bind
64920449,U1,keep together,together,bind
64920449,U1,alternate to stapler ,stapler,attribute
13167330,U1,clip papers together,hold paper together,bind
13167330,U1,punch holes in things,hole punch,tip
13167330,U1,clean under fingernails,clean fingernail,tip
13167330,U1,open hole in glue bottles,clear hole,tip
39089663,U1,paper,paper(s),bind
39089663,U1,pin,pin,tip
39089663,U1,office,office,location
35523113,U1,"easy to use, ",easy to use,icon
84788990,U1,paper,paper(s),bind
84788990,U1,innovative,innovative,icon
84788990,U1,metal,metal,attribute
84788990,U1,plastic,plastic,attribute
84788990,U1,organizer,organize,bind
84788990,U1,connector,connector,bind
84788990,U1,tool,tool,tip
84788990,U1,wire,wire,bend
84788990,U1,oval,oval,attribute
84788990,U1,square,square,bend
84788990,U1,decorative,decoration,icon
84788990,U1,plastic-coated,plastic,attribute
83730665,U1,door key,key,tip
83730665,U1,hair clip,hair tie,bind
83730665,U1,collar clip,collar clip,attribute
83730665,U1,hinge,hinge,bind
12645200,U1,Paperwork,paperwork,bind
12645200,U1,Never have enough,never enough,icon
12645200,U1,Creative products for ____,creative products,icon
12645200,U1,MacGuyver,MacGuyver,icon
40082831,U1,Holding paper together,hold paper together,bind
40082831,U1,metal,metal,attribute
40082831,U1,bendy,bend,bend
40082831,U1,wire,wire,bend
40082831,U1,office supplies,office supply,location
40082831,U1,art,arts/crafts,bend
10669095,U1,hold together items,together,bind
10669095,U1,poke open a pinhole,poke a hole in something,tip
10669095,U1,lock tieband,lock tie,bind
33737091,U1,silver,silver,attribute
17853604,U1,blue,colors,attribute
17853604,U1,red,colors,attribute
17853604,U1,green,colors,attribute
17853604,U1,yellow,colors,attribute
17853604,U1,white,colors,attribute
17853604,U1,chrome,chrome,attribute
57580000,U1,together,together,bind
57580000,U1,unity,unity,bind
57580000,U1,assignment,assignments,bind
57580000,U1,metal,metal,attribute
57580000,U1,bendabe,bend,bend
37240611,U1,good for statue making,sculpture,bend
37240611,U1,easy to find,plentiful,location
37240611,U1,hard to pick a lock with,lock picker,tip
82952094,U1,binder clips,binder,bind
82952094,U1,sticky notes,notes,bind
82952094,U1,highlighters,highlighters,location
31049837,U1,pick a lock,lock picker,tip
47224003,U1,metal,metal,attribute
47224003,U1,plastic,plastic,attribute
47224003,U1,papers,paper(s),bind
47224003,U1,files,files,bind
47224003,U1,hold,hold,bind
47224003,U1,together,together,bind
58787104,U1,used to hold papers together,hold paper together,bind
58787104,U1,can be used as a lock pick,lock picker,tip
58787104,U1,come in different sizes,sizes,attribute
58787104,U1,can come in different colors,colors,attribute
58787104,U1,made of wire,wire,bend
58787104,U1,trumpet shaped,trumpet shaped,bend
58787104,U1,sometimes are plastic coated,plastic,attribute
28019438,U1,poker,poker,tip
28019438,U1,key,key,tip
28019438,U1,weight,weight,attribute
28019438,U1,jewlery,jewelry,bend
28019438,U1,launcher,launcher,bend
48446447,U1,stab someone,weapon,tip
48446447,U1,tooth pick,toothpick,tip
80092691,U1,always think of silly msft CLIPPY,Microsoft,icon
80092691,U1,rarely used these days,outdated,icon
80092691,U1,"actually, unless in office, cannot imagine anyone buying them",office,location
80092691,U1,design is absolute perfection for its use,perfect design,icon
25156244,U1,keeping keys together,keyring,bend
25156244,U1,keeping papers together,hold paper together,bind
25156244,U1,laycing things,lacing,bend
43892492,U1,hold together,together,bind
43892492,U1,metal,metal,attribute
43892492,U1,plastic,plastic,attribute
43892492,U1,coil,coil,bend
43892492,U1,curl,curly,bend
43892492,U1,office,office,location
43892492,U1,supplies,supplies,attribute
43892492,U1,organization,organize,bind
43892492,U1,organized,organize,bind
43892492,U1,desk,desk,location
43892492,U1,papers,paper(s),bind
43892492,U1,affix,affix,bind
43892492,U1,join,join,bind
43892492,U1,documents,documents,bind
57767237,U1,use it to hold documents together,hold paper together,bind
57767237,U1,link them together to form a chain,chain,link
57767237,U1,pull them apart to unlock a closet,lock picker,tip
57767237,U1,use them to help a child learn how to count and/or sort (if different colors),teach counting,icon
55779439,U1,holder,holder,bend
55779439,U1,holds papers together,hold paper together,bind
55779439,U1,easily organize things,organize,bind
55779439,U1,lock pick,lock picker,tip
52071394,U1,desk,desk,location
52071394,U1,papers,paper(s),bind
52071394,U1,staple,staple,bend
20771213,U1,keep papers together,hold paper together,bind
20771213,U1,pick a lock,lock picker,tip
20771213,U1,conduit of electricity,circuit,link
20771213,U1,magnetic paperclip,magnet,attribute
20771213,U1,poke a person,poker,tip
20210755,U1,papers,paper(s),bind
20210755,U1,fling it across the room,throw,icon
20210755,U1,tons of them in drawers,desk drawer,location
20210755,U1,staples are better,staple,bend
68817888,U1,made out of metal,metal,attribute
68817888,U1,holds paper together,hold paper together,bind
68817888,U1,can be un-shaped ,unbend,bend
43140153,U1,jewelry,jewelry,bend
20106780,U1,Organize,organize,bind
20106780,U1,Hold,hold,bind
20106780,U1,Adhere,adhere,bind
20106780,U1,Clamp,clamp,bind
20106780,U1,Together,together,bind
20106780,U1,Weight,weight,attribute
20106780,U1,Hook,hook,bend
20106780,U1,Bend,bend,bend
10796470,U1,Paper,paper(s),bind
10796470,U1,Packet,packets,bind
10796470,U1,Test,test,attribute
10796470,U1,Project,projects,bind
20270169,U1,paperclip ,paperclip,bind
31684918,U1,ornament holder,hang ornament,bend
31684918,U1,hold paper together,hold paper together,bind
31684918,U1,hair clip,hair tie,bind
31684918,U1,zipper pull,zipper pull,link
31684918,U1,glue bottle unclogger,clear hole,tip
31684918,U1,bookmark,bookmark,bind
31684918,U1,surface scraper,scraper,tip
90764034,U1,metal,metal,attribute
90764034,U1,plastic,plastic,attribute
54552603,U1,hold photos,picture hanger,bend
54552603,U1,hold papers,hold paper together,bind
78445701,U1,book,book,bind
78445701,U1,test,test,attribute
78445701,U1,essay,essay,bind
78445701,U1,padlock,padlock,bend
78445701,U1,rubber band,rubberband,icon
78445701,U1,homework,homework,bind
80006883,U1,paper,paper(s),bind
80006883,U1,hold,hold,bind
80006883,U1,metal,metal,attribute
80006883,U1,bent,bend,bend
80006883,U1,strong,strong,attribute
72870013,U1,hang,hanger,bend
72870013,U1,together,together,bind
72870013,U1,bind,bind,bind
72870013,U1,stapler,stapler,attribute
72870013,U1,tape,tape,location
72870013,U1,pushpins,tack,tip
72870013,U1,tacks,tack,tip
55164244,U1,staples,staple,bend
55164244,U1,stapler,stapler,attribute
55164244,U1,folders,folder,bind
55164244,U1,pencils,pencil/pen,tip
55164244,U1,pens,pencil/pen,tip
55164244,U1,witeout,clear hole,tip
34500041,U1,Use to clip papers,clip paper,bind
34500041,U1,Hold things together,together,bind
37572245,U1,paper,paper(s),bind
37572245,U1,metal,metal,attribute
37572245,U1,craft,arts/crafts,bend
37572245,U1,creativity,creativity,bend
37572245,U1,join,join,bind
37572245,U1,office supply,office supply,location
58071382,U1,Paperclip,paperclip,bind
79924556,U1,organize,organize,bind
79924556,U1,office,office,location
79924556,U1,paper,paper(s),bind
24250104,U1,hold together,together,bind
24250104,U1,probe,probe,tip
24250104,U1,reset tool,press reset button,tip
24250104,U1,wire,wire,bend
88811466,U1,paper holder,hold paper together,bind
88811466,U1,bindre clip,binder,bind
88811466,U1,silver,silver,attribute
88811466,U1,small,small,attribute
88811466,U1,large,large,attribute
36238848,U1,"holding items together, ",together,bind
36238848,U1,office supply,office supply,location
77120420,U1,Holding wires in place,cord holder,bind
77120420,U1,hanging up pictures on string,picture hanger,bend
77120420,U1,holding christmas lights in place,hold Christmas lights,bend
41617876,U1,metal,metal,attribute
41617876,U1,hold pieces of paper together,hold paper together,bind
28932973,U1,Paperclip,paperclip,bind
61081291,U1,hold papers together,hold paper together,bind
61081291,U1,toothpick,toothpick,tip
61081291,U1,lock pick,lock picker,tip
61081291,U1,bobby pin,bobby pin,bind
37884711,U1,lockpick,lock picker,tip
37884711,U1,circuit connector,circuit,link
37884711,U1,toothpick,toothpick,tip
37884711,U1,poker,poker,tip
82593660,U1,paper,paper(s),bind
82593660,U1,attach,attach,bind
82593660,U1,note,notes,bind
82593660,U1,sharp,sharp,tip
82593660,U1,metal,metal,attribute
82593660,U1,silver,silver,attribute
82593660,U1,office,office,location
19113653,U1,teacher,teacher,location
19113653,U1,school,school,location
19113653,U1,business,business,location
19113653,U1,paper,paper(s),bind
19113653,U1,together,together,bind
19113653,U1,stacked,stack,bind
19113653,U1,clutter,clutter,icon
59627101,U1,hold important papers,hold paper together,bind
59627101,U1,use as a book mark,bookmark,bind
59627101,U1,silver,silver,attribute
59627101,U1,multi-colored,colors,attribute
59627101,U1,chain together,chain,link
97148344,U1,HOLD,hold,bind
46752354,U1,paper,paper(s),bind
46752354,U1,attach,attach,bind
46752354,U1,undo and use as a pin,pin,tip
32363935,U1,staple,staple,bend
32363935,U1,larger,large,attribute
32363935,U1,sticks better,sticks better,bind
18595102,U1,earring,earring,bend
18595102,U1,string together many for a necklace,necklace,link
18595102,U1,straighten one end and use to manually open a DVD drive door when the power goes out,press reset button,tip
18595102,U1,makeshift toothpick,toothpick,tip
18595102,U1,great for scratching the top layer off lottery cards,scratch lottery ticket,tip
64210665,U1,hold papers,hold paper together,bind
12876259,U1,Clipping papers together,hold paper together,bind
12876259,U1,Unlock a door,lock picker,tip
76265545,U1,use to open door,open door,bend
76265545,U1,colorful ,colors,attribute
76265545,U1,gray,colors,attribute
53806604,U1,coil it to make a spring,spring,bend
53806604,U1,hold paper together,hold paper together,bind
53806604,U1,straighten it to make a lock pick,lock picker,tip
53806604,U1,"open it partly, twist and make into a jumpy toy",toy,icon
89496062,U1,keep papers together,hold paper together,bind
19862158,U1,pick a lock,lock picker,tip
19862158,U1,hold pants together,hold pants together,bind
19862158,U1,make a neckalce,necklace,link
19862158,U1,press reset button on electronic device,press reset button,tip
19862158,U1,get something stuck in between keys on a keyboard,clean keyboard,tip
66890475,U1,office supplies,office supply,location
66890475,U1,staple,staple,bend
15204651,U1,hold papers,hold paper together,bind
15204651,U1,metal,metal,attribute
15204651,U1,1 g,1 gram,attribute
15204651,U1,silver,silver,attribute
15204651,U1,metallic,metal,attribute
15204651,U1,staples,staple,bend
15204651,U1,office supplu,office supply,location
72394708,U1,paper,paper(s),bind
33602703,U1,Holds paper,hold paper together,bind
33602703,U1,metal,metal,attribute
33602703,U1,to get things out of tight places,retrieve from small space,tip
33602703,U1,make things,make things,bend
33602703,U1,twisted,twisted,bend
33602703,U1,office supply,office supply,location
95401945,U1,To hold paper together,hold paper together,bind
95401945,U1,To poke at things in tiny spaces,retrieve from small space,tip
95401945,U1,To make a chain out of,chain,link
95401945,U1,To toss at one's coworker for their attention,throw,icon
49820591,U1,Hold papers together,hold paper together,bind
49820591,U1,Seperate papers,separate papers,tip
49820591,U1,Organazitonal use,organize,bind
49820591,U1,Hold things up,hold up things,link
49820591,U1,Keep things together,together,bind
32561264,U1,macgyver,MacGuyver,icon
32561264,U1,operation paperclip,operation paperclip,icon
32561264,U1,files,files,bind
32561264,U1,documents,documents,bind
32561264,U1,office,office,location
32561264,U1,lockpicking,lock picker,tip
32561264,U1,stapler,stapler,attribute
32561264,U1,staples,staple,bend
32561264,U1,office supply store,office supply,location
32561264,U1,supply closet,supply closet,location
32561264,U1,box of paperclips,box,location
32561264,U1,colored paperclips,colors,attribute
58097551,U1,toy,toy,icon
58097551,U1,paper holder,hold paper together,bind
58097551,U1,re-start iPhone,press reset button,tip
58097551,U1,nail cleaner,clean fingernail,tip
58097551,U1,metal,metal,attribute
58097551,U1,tool,tool,tip
58097551,U1,for piercing,piercer,tip
87039714,U1,To hold a necklace closed,clasp,bind
87039714,U1,Sculpture material,sculpture,bend
87039714,U1,Earrings,earring,bend
74733791,U1,small,small,attribute
74733791,U1,colored,colors,attribute
74733791,U1,silver,silver,attribute
74733791,U1,holds papers together,hold paper together,bind
74733791,U1,easy,easy,icon
73426887,U1,unbend and clean my pipe,pipe cleaner,tip
73426887,U1,stack of papers,stack,bind
73426887,U1,they never lay flat,never lay flat,attribute
73426887,U1,never rusts,never rust,attribute
73426887,U1,that Microsoft animated thing,Microsoft,icon
21301686,U1,hold papaers to gather,hold paper together,bind
21301686,U1,to break into a house,lock picker,tip
21301686,U1,as a spark wire,spark wire,attribute
21301686,U1,a weapon,weapon,tip
21301686,U1,juewlery,jewelry,bend
21301686,U1,a hook,hook,bend
21301686,U1,a childs toy,toy,icon
53814335,U1,Unclogging pipes,pipe cleaner,tip
21713946,U1,Organize,organize,bind
21713946,U1,Information,infromation,bind
21713946,U1,Papers,paper(s),bind
21713946,U1,Essay,essay,bind
21713946,U1,Reports,report,bind
21713946,U1,Presentation,presentation,bind
21713946,U1,Collecting,collect,attribute
14847519,U1,papers,paper(s),bind
76192219,U1,holding paper,hold paper together,bind
76192219,U1,unfolding it to play with,play,icon
76192219,U1,poking something,poker,tip
76192219,U1,cleaning ears,ear cleaner,tip
76192219,U1,tracing for a drawing,trace shape,icon
16819699,U1,to make paperclip jewelry,jewelry,bend
25015829,U1,earrings,earring,bend
25015829,U1,necklace,necklace,link
25015829,U1,collar for a small dog,dog collar,link
83178834,U1,paper,paper(s),bind
83178834,U1,clip,clip,icon
83178834,U1,office,office,location
83178834,U1,supplies,supplies,attribute
99506979,U1,unclogging tool,unclog,tip
99506979,U1,paper organizer,organize,bind
82547488,U1,holding paper together,hold paper together,bind
82547488,U1,making doodle objects,doodle objects,tip
82547488,U1,fastening non-paper items together,fastener,bind
82547488,U1,picking locks,lock picker,tip
82547488,U1,"removing diskettes from old 3.5"" drives",eject Disk/SIM tray,tip
49415273,U1,rounded,round,attribute
49415273,U1,squared off,square,bend
49415273,U1,helical,helical,attribute
49415273,U1,colored plastic,colors,attribute
49415273,U1,chains,chain,link
49415273,U1,magnetized,magnet,attribute
49415273,U1,clips,clip,icon
35343885,U1,paper packet,packets,bind
35343885,U1,binder clip,binder,bind
35343885,U1,office supplies,office supply,location
35343885,U1,reset button pusher,press reset button,tip
35343885,U1,lock picker,lock picker,tip
77549066,U1,hold paper together,hold paper together,bind
44916592,U1,Holding paper together,hold paper together,bind
44916592,U1,unlocking a door,lock picker,tip
44916592,U1,linking together to make a weak chain,chain,link
44916592,U1,cleaning a dirty lock,clean lock,tip
44916592,U1,magnetize to pick up small screws from hard to reach places,magnetize to pickup screws,attribute
44916592,U1,pretend to be maguiver,MacGuyver,icon
60956106,U1,hold paper together,hold paper together,bind
89719858,U1,nessecary,necessary,location
89719858,U1,paper,paper(s),bind
89719858,U1,large,large,attribute
89719858,U1,small,small,attribute
89719858,U1,office,office,location
89719858,U1,desk,desk,location
89719858,U1,organize,organize,bind
89719858,U1,secretary,secretary,location
89719858,U1,teacher,teacher,location
89719858,U1,school,school,location
41977405,U1,hold sheets of paper together,hold paper together,bind
41977405,U1,bend into the shape of a crank and play with it,bend into shape of crank,bend
41977405,U1,use to eject a floppy disk from ole computer,eject Disk/SIM tray,tip
41977405,U1,reset an electronic thing like a wireless router,press reset button,tip
41977405,U1,use to clean under your nails,clean fingernail,tip
63627449,U1,bound papers,bind,bind
63627449,U1,use as bookmark,bookmark,bind
63627449,U1,link together,chain,link
63627449,U1,make arts & crafts,arts/crafts,bend
63627449,U1,pull apart ,pull apart,bend
63627449,U1,use end to reset wireless mouse,press reset button,tip
63190522,U1,hold papers,hold paper together,bind
63190522,U1,jimmy a lock,lock picker,tip
11631264,U1,toothpick,toothpick,tip
11631264,U1,ear cleaner,ear cleaner,tip
56059923,U1,paper holder,hold paper together,bind
56059923,U1,paper separter,separate papers,tip
56059923,U1,hair clip,hair tie,bind
56059923,U1,safety pin,safety pin,tip
53562916,U1,Keep things together,together,bind
53562916,U1,Make crafts,arts/crafts,bend
74561594,U1,paper,paper(s),bind
74561594,U1,pick,pick,tip
30370553,U1,staples,staple,bend
30370553,U1,glue,glue,bind
30370553,U1,tape,tape,location
16960049,U1,attach,attach,bind
16960049,U1,connect,connect,bind
16960049,U1,metal,metal,attribute
16960049,U1,plastic,plastic,attribute
16960049,U1,silver,silver,attribute
16960049,U1,colored,colors,attribute
87204734,U1,door key,key,tip
87204734,U1,hold papers together,hold paper together,bind
73925488,U1,Papers,paper(s),bind
73925488,U1,Stacks,stack,bind
73925488,U1,Assignments,assignments,bind
73925488,U1,Essays,essay,bind
45825541,U1,to hold papers together,hold paper together,bind
45825541,U1,use as a chip clip on bags,chip clip,bind
45825541,U1,make a necklace,necklace,link
45825541,U1,unfold to poke holes in paper,hole punch,tip
52183546,U1,fishing hook,fishhook,bend
52183546,U1,fastener,fastener,bind
54441978,U1,Pick lock,lock picker,tip
54441978,U1,hold papers together,hold paper together,bind
93370721,U1,ornament hanger,hang ornament,bend
93370721,U1,lock pick,lock picker,tip
93370721,U1,toothpick,toothpick,tip
93370721,U1,glasses wire,glasses wire,tip
93370721,U1,button extender,button,bend
10998955,U1,earring,earring,bend
10998955,U1,keep papers together,hold paper together,bind
10998955,U1,poke hole in something,poke a hole in something,tip
10998955,U1,bend it to reach an object,retrieve from small space,tip
10998955,U1,fishing hook,fishhook,bend
10998955,U1,cut paper with edge,cut paper,tip
10998955,U1,christmas ornament hanger,hang ornament,bend
16016222,U1,holding papers together,hold paper together,bind
16016222,U1,metal,metal,attribute
86568107,U1,clip papers,clip paper,bind
86568107,U1,front of paper airplane,paper airplane weight,icon
86568107,U1,make a clip necklace,necklace,link
99567459,U1,hold paper together,hold paper together,bind
99567459,U1,organizing,organize,bind
99567459,U1,an office staple,office supply,location
96069276,U1,Use to clip papers together ,hold paper together,bind
96069276,U1,Use in small metal handicrafts ,arts/crafts,bend
96069276,U1,Use to commemorate Operation Paperclip Remembrance Day ,Operation paperclip,icon
99024207,U1,to have fun,fun,icon
99024207,U1,to grab paper,hold paper together,bind
34780016,U1,Clipping paper ,clip paper,bind
34780016,U1,Unlocking ,lock picker,tip
34780016,U1,Toothpicj,toothpick,tip
34780016,U1,Cutter,cutter,tip
36310889,U1,clip papers together,hold paper together,bind
36310889,U1,clip socks together,clothespin,bind
36310889,U1,use as a key,key,tip
27047556,U1,hold papers,hold paper together,bind
27047556,U1,pick lock,lock picker,tip
27047556,U1,open dvd drive,eject Disk/SIM tray,tip
27047556,U1,move something,move something,tip
20635410,U1,paper,paper(s),bind
56910558,U1,bind,bind,bind
56910558,U1,organize,organize,bind
56910558,U1,pick lock,lock picker,tip
54713132,U1,paperclip,paperclip,bind
21157246,U1,earring,earring,bend
21157246,U1,paper holder,hold paper together,bind
21157246,U1,lock picker,lock picker,tip
21157246,U1,toothpick,toothpick,tip
25033845,U1,cleaning fine areas,clean crevice,tip
25033845,U1,facials,facials,tip
25033845,U1,home repairs,fix things,bend
25033845,U1,pipe work,pipe cleaner,tip
25033845,U1,computer repairs,computer repair,tip
14585292,U1,toothpick,toothpick,tip
14585292,U1,computer reset,press reset button,tip
84650981,U1,pin,pin,tip
84650981,U1,metal,metal,attribute
84650981,U1,push,push,tip
84650981,U1,button,button,bend
84650981,U1,stack,stack,bind
77312657,U1,To clip together papers,hold paper together,bind
77312657,U1,To pry open a iphone,eject Disk/SIM tray,tip
77312657,U1,To clean a small crevice,clean crevice,tip
77312657,U1,To mark a page,bookmark,bind
65966759,U1,silver,silver,attribute
65966759,U1,metal,metal,attribute
65966759,U1,hold papers,hold paper together,bind
65966759,U1,organize,organize,bind
65966759,U1,small,small,attribute
82692701,U1,ear cleaner,ear cleaner,tip
82692701,U1,screwdriver,screwdriver,tip
82692701,U1,lock picker,lock picker,tip
94613350,U1,papers,paper(s),bind
94613350,U1,collate,collated,bind
94613350,U1,copy,copies,bind
94613350,U1,brief,brief,bind
94613350,U1,office supplies,office supply,location
94613350,U1,desk drawer,desk drawer,location
94613350,U1,staples,staple,bend
94613350,U1,order,order,bind
94613350,U1,secretary,secretary,location
94613350,U1,administrative assistant,administrative assistant,location
24436120,U1,paper holder,hold paper together,bind
24436120,U1,organize,organize,bind
24436120,U1,staples,staple,bend
83271381,U1,paper holder ,hold paper together,bind
83271381,U1,metal ,metal,attribute
83271381,U1,key lock ,lock picker,tip
48504475,U1,chainlink,chain,link
48504475,U1,papers,paper(s),bind
48504475,U1,toothpick,toothpick,tip
42840058,U1,useful,useful,icon
42840058,U1,like,like,icon
42840058,U1,paper,paper(s),bind
20501522,U1,cleaning something,clean,tip
46726662,U1,paperclip,paperclip,bind
19978101,U1,holds things,hold,bind
19978101,U1,can unwind to get things out of tight spaces,retrieve from small space,tip
19978101,U1,silver,silver,attribute
19978101,U1,small,small,attribute
19978101,U1,holds papers,hold paper together,bind
19978101,U1,can string together for necklace,necklace,link
19978101,U1,can use to fasten something in a pinch,fastener,bind
19978101,U1,can open a lock,lock picker,tip
19978101,U1,can hold your hair ,hair tie,bind
19978101,U1,can use as a stitch marker when you're knitting,stitch marker,tip
19978101,U1,can hold things together,hold,bind
19978101,U1,can use it to open a can of soda or beer,open beverage,icon
19978101,U1,can use it to keep cereal or chips fresh,chip clip,bind
62152625,U1,Hold papers together,hold paper together,bind
62152625,U1,Use as a small screwdriver,screwdriver,tip
62152625,U1,Use as a lock pick,lock picker,tip
62152625,U1,Use as a hair clip,hair tie,bind
62152625,U1,Use as a clothing clip,clothespin,bind
62152625,U1,Make a chain,chain,link
62152625,U1,Make jewelry,jewelry,bend
60392996,U1,open mail,letter opener,icon
60392996,U1,clean your fingernails,clean fingernail,tip
60392996,U1,scratch your initials in a tree,scratch initials in tree,tip
60392996,U1,hanging pictures,picture hanger,bend
60392996,U1,hanging ornatments,hang ornament,bend
60392996,U1,make earrings,earring,bend
60392996,U1,scrub vegetables,scrub vegetables,tip
65239221,U1,staple,staple,bend
65239221,U1,paperweight,paperweight,icon
65239221,U1,clasp,clasp,bind
65239221,U1,ring,ring,bend
97710976,U1,papers,paper(s),bind
97710976,U1,metal,metal,attribute
97710976,U1,rounded,round,attribute
97710976,U1,bendable,bend,bend
74937829,U1,toothpick,toothpick,tip
74937829,U1,fishing hook,fishhook,bend
74937829,U1,scraper,scraper,tip
74937829,U1,groove cleaner,clean crevice,tip
67305036,U1,metal ,metal,attribute
67305036,U1,shiny,shiny,attribute
67305036,U1,useful ,useful,icon
39619411,U1,Hold papers together,hold paper together,bind
39619411,U1,Make earrings,earring,bend
39619411,U1,Press tiny button on phone to remove SIM card,press reset button,tip
93703916,U1,clip paper togethre,hold paper together,bind
93703916,U1,make a chain,chain,link
93703916,U1,open sim card holders,eject Disk/SIM tray,tip
65000707,U1,Clipping papers,clip paper,bind
65000707,U1,Hanging papers,hang papers,bind
65000707,U1,Using one end to reset electronic ,press reset button,tip
37480222,U1,Paper,paper(s),bind
37480222,U1,Meral,metal,attribute
44471383,U1,To sort papers,sort papers,bind
44471383,U1,To organize work,organize,bind
55277649,U1,bookmark,bookmark,bind
23999140,U1,holder,holder,bend
60611925,U1,paper,paper(s),bind
60611925,U1,keyboard cleaner,clean keyboard,tip
60611925,U1,unbend,bend,bend
60611925,U1,large and small,large,attribute
60611925,U1,Staples,staple,bend
60611925,U1,office supplies,office supply,location
60611925,U1,school,school,location
60611925,U1,game,game,icon
60611925,U1,documents,documents,bind
60611925,U1,colors,colors,attribute
60611925,U1,chain,chain,link
60611925,U1,spill,spill,icon
82187089,U1,earrings,earring,bend
82187089,U1,jewlrey,jewelry,bend
82187089,U1,hold pictures up,picture hanger,bend
82187089,U1,clothes line,clothespin,bind
82187089,U1,hold back hair,hair tie,bind
22904404,U1,earrings,earring,bend
22904404,U1,carving,carving,tip
22904404,U1,guitar pick,guitar pick,tip
22904404,U1,tooth pick,toothpick,tip
15979710,U1,hold papers,hold paper together,bind
15979710,U1,pick lock,lock picker,tip
15979710,U1,hit reset button,press reset button,tip
73664187,U1,Hold paper,hold paper together,bind
73664187,U1,Shooting rubber bands,rubber bands,icon
73664187,U1,Hold other things together,together,bind
73664187,U1,poke things with it,poker,tip
41374261,U1,Metal,metal,attribute
41374261,U1,Plastic,plastic,attribute
41374261,U1,Colored,coated,attribute
41374261,U1,Silver,silver,attribute
41374261,U1,Containing,hold paper together,bind
41374261,U1,Organize,organize,bind
41374261,U1,Large,large,attribute
41374261,U1,Small,small,attribute
88093652,U1,Wire,wire,bend
88093652,U1,metal,metal,attribute
88093652,U1,little,small,attribute
88093652,U1,plastic,plastic,attribute
22837508,U1,necklace,necklace,link
22837508,U1,tower,tower,link
22837508,U1,ear rings ,earring,bend
22837508,U1,safety clips ,safety pin,tip
17406806,U1,poke holes in paper,hole punch,tip
17406806,U1,fastener,fastener,bind
17406806,U1,clean small crevices,clean crevice,tip
